cust_num,DMA,geo_demog_desc,comment_ind,prod_flg_10,prod_flg_11,tenure_months,dc_flg,cpe_cnt,svc_flg_01,svc_flg_02,prod_flg_01,prod_flg_02,prod_flg_03,prod_flg_04,prod_flg_05,prod_flg_06,prod_flg_07,prod_flg_08,prod_flg_09,prior_retention_handling_cnt,prior_escalations_cnt,prior_sprvsr_cnt,addl_cpe_cnt,prior_bill_credit_cnt,prior_bill_calls,prior_gen_Q_cnt,prior_svc_change_cnt,contract_flg,delta_metric_01,prior_reconnect_cnt,credit_score,vol_disco_ind,acct_type,product
29236031,Nashville TN,HEARTLANDERS,1,1,0,20,Y,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,N,0,0,838,0,T019,P0111
29237276,Houston TX,CLOSE-IN COUPLES,1,0,0,6,Y,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,999,1,T019,P0111
29242185,Grand Rapids-Kalamazoo MI,MOBILITY BLUES,1,0,0,6,Y,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N,0,0,999,0,T019,P0111
29243484,Knoxville TN,FAST-TRACK FAMILIES,1,0,0,20,Y,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,999,1,T019,P0111
29244110,Los Angeles CA,SUBURBAN SPRAWL,1,0,0,6,Y,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,N,-4.99,0,999,0,T019,P0111
29250008,Tampa-St Petersburg FL,"KID COUNTRY, USA",1,0,0,20,Y,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,857,1,T019,P0111
29261992,Sacramento-Stockton-Modesto CA,NEW BEGINNINGS,1,0,0,20,N,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,746,1,T019,P0111
29269330,New Orleans LA,GOLDEN PONDS,1,0,0,5,Y,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,N,0,0,994,0,T019,P0111
29270918,Detroit MI,HOME SWEET HOME,1,0,0,6,Y,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,999,0,T019,P0111
29273272,Florence-Myrtle Beach SC,NEW HOMESTEADERS,1,0,0,20,Y,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,999,1,T019,P0111
29277329,Eugene OR,BACK COUNTRY FOLKS,1,0,0,6,U,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,2,2,0,N,-4.99,0,998,0,T019,P0111
29282874,New York NY,LOW-RISE LIVING,1,0,0,5,Y,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,950,0,T019,P0111
29288344,Baton Rouge LA,"KID COUNTRY, USA",1,0,0,19,Y,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,996,1,T019,P0111
29295397,Washington DC - Hagerstown MD,BELTWAY BOOMERS,1,0,0,6,Y,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-14.97,0,999,0,T019,P0111
29297439,Cleveland OH,AMERICAN DREAMS,1,0,0,20,Y,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,N,0,0,843,0,T019,P0111
29300396,Los Angeles CA,BELTWAY BOOMERS,1,0,0,6,Y,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,N,-9.98,0,998,0,T019,P0111
29300397,San Diego CA,HOME SWEET HOME,1,0,0,19,Y,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,979,0,T019,P0111
29300592,San Francisco-Oakland-San Jose CA,EXECUTIVE SUITES,1,0,0,5,Y,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N,0,0,746,0,T019,P0111
29301937,Fort Myers-Naples FL,"BIG FISH, SMALL POND",1,0,0,5,Y,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,977,0,T019,P0111
29306566,Youngstown OH,BIG SKY FAMILIES,1,0,0,6,Y,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,N,12.97,0,997,0,T019,P0111
29321594,Philadelphia PA,CLOSE-IN COUPLES,1,0,0,5,Y,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,1,N,-14.97,0,999,0,T019,P0111
29321746,Chicago IL,MOVERS & SHAKERS,1,0,0,20,Y,2,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,N,0,0,993,0,T019,P0111
29324751,San Francisco-Oakland-San Jose CA,AMERICAN DREAMS,1,0,0,19,Y,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,N,0,0,761,0,T019,P0111
29332856,Los Angeles CA,BLUE BLOOD ESTATES,1,0,0,5,Y,3,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,2,N,0,0,999,0,T019,P0111
29345421,Las Vegas NV,SUBURBAN SPRAWL,1,0,0,5,Y,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0.17,0,996,0,T019,P0111
29346043,Miami-Ft Lauderdale FL,BELTWAY BOOMERS,1,0,0,19,Y,6,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,1,0,N,2.83,0,999,0,T019,P0111
29356828,Cincinnati OH,DOMESTIC DUOS,1,0,0,5,Y,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,N,0,0,973,0,T019,P0111
29359170,Detroit MI,CITY ROOTS,1,0,0,19,Y,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,N,0,0,807,0,T019,P0111
29359598,Philadelphia PA,AMERICAN DREAMS,1,0,0,5,Y,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,N,-7.98,0,999,0,T019,P0111
29360975,Richmond-Petersburg VA,TRADITIONAL TIMES,1,0,0,5,Y,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N,30,0,999,0,T019,P0111
29364113,New York NY,BIG CITY BLUES,1,0,0,5,Y,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,N,0,0,628,1,T019,P0111
29367853,Greenville-New Bern-Washington NC,GOLDEN PONDS,1,0,0,3,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N,0,0,,0,T019,P0111
29368003,Fresno-Visalia CA,BEDROCK AMERICA,1,0,0,19,Y,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,786,0,T019,P0111
29372986,Columbus OH,COUNTRY CASUALS,1,0,0,19,Y,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,842,1,T019,P0111
29375373,Wilkes Barre-Scranton PA,CROSSROAD VILLAGERS,1,0,0,19,U,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,809,0,T019,P0111
29376631,Indianapolis IN,COUNTRY CASUALS,1,0,0,19,N,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,997,1,T019,P0111
29376933,Philadelphia PA,COUNTRY CASUALS,1,0,0,5,Y,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,N,0,0,999,0,T019,P0111
29377757,Philadelphia PA,AMERICAN DREAMS,1,0,0,5,Y,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Y,0,0,976,0,T019,P0111
29378767,Yakima-Pasco-Richland WA,"BIG FISH, SMALL POND",1,0,0,5,Y,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,N,0,0,999,0,T019,P0111
29391839,Birmingham AL,COUNTRY CASUALS,1,0,0,5,Y,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N,0,0,993,0,T019,P0111
29395761,Atlanta GA,GOD'S COUNTRY,1,0,0,17,Y,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,2,0,N,0,0,999,0,T019,P0111
29397311,Orlando-Daytona FL,GOD'S COUNTRY,1,0,0,5,Y,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,2,N,0,0,996,0,T019,P0111
29399439,Louisville KY,NEW HOMESTEADERS,1,0,0,5,Y,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,N,-4.99,0,991,0,T019,P0111
29406276,Phoenix AZ,BACK COUNTRY FOLKS,1,0,0,19,N,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,994,1,T019,P0111
29408814,Knoxville TN,NEW HOMESTEADERS,1,0,0,5,Y,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,N,-20.49,0,976,0,T019,P0111
29408906,Omaha NE,COUNTRY CASUALS,1,0,0,5,U,2,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,N,0,0,999,0,T019,P0111
29409130,New York NY,BIG CITY BLUES,1,0,0,5,Y,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,891,0,T019,P0111
29411022,Detroit MI,GREENBELT SPORTS,1,0,0,5,Y,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,998,0,T019,P0111
29417828,Lansing MI,COUNTRY CASUALS,1,0,0,5,Y,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,998,0,T019,P0111
29429638,Cincinnati OH,OLD GLORIES,1,0,0,5,Y,2,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,2,N,0,0,996,0,T019,P0111
29429760,Chattanooga TN,COUNTRY CASUALS,1,0,0,5,Y,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,N,0,0,872,0,T019,P0111
29433932,Oklahoma City OK,UPWARD BOUND,1,0,0,5,Y,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,990,0,T019,P0111
29441229,Nashville TN,BLUE-CHIP BLUES,1,0,0,5,Y,3,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,N,1,2,993,0,T019,P0111
29447401,Minneapolis-St Paul MN,UPPER CRUST,1,0,0,5,Y,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,N,0,0,999,0,T019,P0111
29456130,Cleveland OH,THE COSMOPOLITANS,1,0,0,5,Y,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,Y,0,0,975,0,T019,P0111
29463396,Portland OR,FAMILY THRIFTS,1,0,0,18,Y,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,N,0,0,852,1,T019,P0111
29466923,Miami-Ft Lauderdale FL,AMERICAN DREAMS,1,0,0,19,Y,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,N,0,0,1629,0,T019,P0111
29468973,Atlanta GA,UP-AND-COMERS,1,0,0,5,Y,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,N,0,0,959,0,T019,P0111
29469263,Los Angeles CA,BACK COUNTRY FOLKS,1,0,0,18,Y,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,818,0,T019,P0111
29470271,Knoxville TN,BEDROCK AMERICA,1,0,0,19,N,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,993,0,T019,P0111
29471050,Columbus-Tupelo-West Point MS,BLUE HIGHWAYS,1,0,0,5,Y,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Y,1.33,0,998,1,T019,P0111
29473453,New Orleans LA,CITY ROOTS,1,0,0,5,Y,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,N,0,0,959,0,T019,P0111
29474417,San Diego CA,MONEY & BRAINS,1,0,0,5,Y,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,2,0,999,0,T019,P0111
29478828,Sacramento-Stockton-Modesto CA,MOVERS & SHAKERS,1,0,0,4,Y,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,0,0,999,0,T019,P0111
29480412,Fresno-Visalia CA,YOUNG & RUSTICS,1,0,0,5,Y,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,N,0,0,951,0,T019,P0111
29482985,Albuquerque-Santa Fe NM,GOLDEN PONDS,1,0,0,19,U,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Y,4.66,0,999,0,T019,P0111
29493869,Denver CO,"BIG FISH, SMALL POND",1,0,0,18,Y,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,997,0,T019,P0111
29496161,Nashville TN,SUBURBAN PIONEERS,1,0,0,4,Y,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,N,0,0,729,1,T019,P0111
29500947,Orlando-Daytona FL,FAST-TRACK FAMILIES,1,0,0,5,Y,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N,0,0,989,0,T019,P0111
29501284,Sacramento-Stockton-Modesto CA,AMERICAN DREAMS,1,0,0,17,Y,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,919,0,T019,P0111
29501675,Minneapolis-St Paul MN,SIMPLE PLEASURES,1,0,0,17,Y,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,999,0,T019,P0111
29503671,Atlanta GA,UP-AND-COMERS,1,0,0,5,Y,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,N,0,0,894,0,T019,P0111
29516327,Charlotte NC,"RED, WHITE & BLUES",1,0,0,5,Y,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Y,0,0,655,0,T019,P0111
29521860,Detroit MI,THE COSMOPOLITANS,1,0,0,17,Y,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,0,0,980,0,T019,P0111
29523699,Wilkes Barre-Scranton PA,DOMESTIC DUOS,1,0,0,4,Y,5,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,N,0,0,999,0,T019,P0111
29525796,Youngstown OH,MAYBERRY-VILLE,1,0,0,5,Y,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,562,0,T019,P0111
29526688,Waco-Temple-Bryan TX,COUNTRY SQUIRES,1,0,0,17,Y,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,999,0,T019,P0111
29531410,Louisville KY,MOVERS & SHAKERS,1,0,0,17,Y,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,978,1,T019,P0111
29538376,Atlanta GA,GREENBELT SPORTS,1,0,0,17,Y,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,998,1,T019,P0111
29539359,Washington DC - Hagerstown MD,AMERICAN DREAMS,1,0,0,17,Y,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,989,0,T019,P0111
29539444,Washington DC - Hagerstown MD,BACK COUNTRY FOLKS,1,0,0,5,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,,1,T019,P0111
29540373,Washington DC - Hagerstown MD,BLUE HIGHWAYS,1,0,0,5,Y,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,N,0,0,982,0,T019,P0111
29540928,Denver CO,OLD MILLTOWNS,1,0,0,17,Y,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,998,1,T019,P0111
29543540,Tampa-St Petersburg FL,MIDDLEBURG MANAGERS,1,0,0,17,U,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,N,0,0,999,0,T019,P0111
29545663,San Francisco-Oakland-San Jose CA,MONEY & BRAINS,1,0,0,4,Y,1,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,N,0,0,997,0,T019,P0111
29552184,Boston MA,AMERICAN DREAMS,1,0,0,17,Y,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,999,1,T019,P0111
29557551,Cleveland OH,BEDROCK AMERICA,1,0,0,5,Y,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,999,0,T019,P0111
29557617,Louisville KY,COUNTRY CASUALS,1,0,0,5,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,999,0,T019,P0111
29562184,St Louis MO,"RED, WHITE & BLUES",1,0,0,16,Y,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,0,0,999,0,T019,P0111
29563432,Lexington KY,"KID COUNTRY, USA",1,0,0,17,Y,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,N,0,0,856,1,T019,P0111
29564255,New York NY,KIDS & CUL-DE-SACS,1,0,0,5,Y,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,999,0,T019,P0111
29573034,Los Angeles CA,AMERICAN DREAMS,1,0,0,17,Y,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0.34,0,995,0,T019,P0111
29573830,Tampa-St Petersburg FL,BIG CITY BLUES,1,0,0,5,Y,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,N,0,0,994,1,T019,P0111
29579731,St Louis MO,UP-AND-COMERS,1,0,0,17,Y,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,-4.99,0,675,0,T019,P0111
29580930,Dallas-Ft Worth TX,COUNTRY CASUALS,1,0,0,5,Y,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,N,0,0,953,0,T019,P0111
29581963,West Palm Beach-Ft Pierce FL,GOLDEN PONDS,1,0,0,5,Y,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2,Y,-11.98,0,987,1,T019,P0111
29585510,Waco-Temple-Bryan TX,"RED, WHITE & BLUES",1,0,0,5,Y,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,N,0,0,896,0,T019,P0111
29591323,Roanoke-Lynchburg VA,BLUE HIGHWAYS,1,0,0,5,Y,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N,0,0,999,0,T019,P0111
29591579,Tampa-St Petersburg FL,GOD'S COUNTRY,1,0,0,17,Y,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,N,0,0,999,1,T019,P0111
29592450,Atlanta GA,COUNTRY CASUALS,1,0,0,5,Y,4,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,N,2.33,1,999,1,T019,P0111
29596996,Columbus OH,YOUNG INFLUENTIALS,1,0,0,17,Y,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,N,0,0,783,0,T019,P0111
29601572,San Diego CA,URBAN ELDERS,1,0,0,5,Y,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,999,1,T019,P0111
29601808,Detroit MI,"BIG FISH, SMALL POND",1,0,0,17,Y,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,999,0,T019,P0111
29606076,Washington DC - Hagerstown MD,HOME SWEET HOME,1,0,0,16,Y,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,N,0,0,737,1,T019,P0111
29606800,New York NY,CLOSE-IN COUPLES,1,0,0,17,Y,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,N,5.49,1,910,1,T019,P0111
29611929,Little Rock-Pine Bluff AR,GOD'S COUNTRY,1,0,0,17,Y,1,1,0,0,0,1,1,0,0,0,0,0,2,0,1,0,1,0,1,0,N,0,0,999,0,T019,P0111
29614188,Minneapolis-St Paul MN,SUBURBAN SPRAWL,1,0,0,5,Y,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,N,0,0,999,1,T019,P0111
29615357,Boston MA,SHOTGUNS & PICKUPS,1,0,0,5,N,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,Y,0,0,998,1,T019,P0111
29617124,San Antonio TX,MULTI-CULTI MOSAIC,1,0,0,17,Y,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,1624,1,T019,P0111
29618612,Nashville TN,BACK COUNTRY FOLKS,1,0,0,17,Y,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,0,0,997,0,T019,P0111
29622568,Rochester MN-Mason City IA-Austin MN,TRADITIONAL TIMES,1,0,0,5,Y,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Y,0,0,999,0,T019,P0111
29626220,Wichita-Hutchinson KS,BACK COUNTRY FOLKS,1,0,0,16,Y,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,N,-4.99,1,988,0,T019,P0111
29629294,Spokane WA,"BIG FISH, SMALL POND",1,0,0,16,Y,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-0.5,0,999,1,T019,P0111
29630940,Atlanta GA,SIMPLE PLEASURES,1,0,0,16,Y,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,999,0,T019,P0111
29631208,Louisville KY,BIG SKY FAMILIES,1,0,0,16,Y,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,995,1,T019,P0111
29632502,Phoenix AZ,BACK COUNTRY FOLKS,1,0,0,5,Y,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,N,0,0,703,0,T019,P0111
29632917,Houston TX,BEDROCK AMERICA,1,0,0,5,Y,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,N,0,0,999,0,T019,P0111
29633070,Fresno-Visalia CA,URBAN ELDERS,1,0,0,16,Y,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,0,0,998,0,T019,P0111
29639691,Topeka KS,BIG SKY FAMILIES,1,0,0,16,Y,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,N,0,0,728,1,T019,P0111
29641791,Charleston SC,CROSSROAD VILLAGERS,1,0,0,16,Y,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N,0,0,977,1,T019,P0111
29643971,Knoxville TN,YOUNG & RUSTICS,1,0,0,5,Y,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,3,N,-4.99,0,860,1,T019,P0111
29644337,Orlando-Daytona FL,UP-AND-COMERS,1,0,0,5,Y,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N,0,0,997,0,T019,P0111
29649754,Salt Lake City UT,WINNER'S CIRCLE,1,0,0,5,Y,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N,0,0,998,0,T019,P0111
29653992,El Paso TX,SUNSET CITY BLUES,1,0,0,16,Y,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,975,1,T019,P0111
29656133,Corpus Christi TX,BIG SKY FAMILIES,1,0,0,16,N,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,996,0,T019,P0111
29657098,Houston TX,YOUNG & RUSTICS,1,0,0,5,Y,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,N,-20.96,0,385,0,T019,P0111
29657510,West Palm Beach-Ft Pierce FL,WHITE PICKET FENCES,1,0,0,16,Y,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,N,0,0,999,1,T019,P0111
29659298,St Louis MO,COUNTRY CASUALS,1,0,0,5,N,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,N,-9.98,0,999,0,T019,P0111
29659812,Raleigh-Durham NC,MAYBERRY-VILLE,1,0,0,4,Y,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N,0,0,961,0,T019,P0111
29663916,Hartford-New Haven CT,MAYBERRY-VILLE,1,0,0,15,Y,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,N,0,0,908,1,T019,P0111
29668058,Orlando-Daytona FL,AMERICAN DREAMS,1,0,0,5,Y,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,N,0,0,999,0,T019,P0111
29676965,Charlotte NC,"RED, WHITE & BLUES",1,0,0,16,Y,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,479,1,T019,P0111
29679172,Atlanta GA,MOVERS & SHAKERS,1,0,0,5,Y,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,686,0,T019,P0111
29683884,St Louis MO,MAYBERRY-VILLE,1,0,0,15,Y,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,986,0,T019,P0111
29688155,Mobile AL-Pensacola FL,BEDROCK AMERICA,1,0,0,4,N,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,N,0,0,988,0,T019,P0111
29689119,Seattle-Tacoma WA,DOMESTIC DUOS,1,0,0,15,Y,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,999,1,T019,P0111
29707416,Columbus-Tupelo-West Point MS,COUNTRY CASUALS,1,0,0,5,Y,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,N,0,0,998,1,T019,P0111
29709542,Dallas-Ft Worth TX,SUNSET CITY BLUES,1,0,0,5,Y,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,N,0,0,997,0,T019,P0111
29725279,Nashville TN,MAYBERRY-VILLE,1,0,0,4,Y,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,,0,T019,P0111
29731272,Nashville TN,GREENBELT SPORTS,1,0,0,14,Y,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,N,0,0,966,0,T019,P0111
29731705,Cleveland OH,CROSSROAD VILLAGERS,1,0,0,14,Y,3,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,N,0,0,992,0,T019,P0111
29732142,Shreveport LA,MAYBERRY-VILLE,1,0,0,14,Y,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,N,0,0,962,1,T019,P0111
29735006,Seattle-Tacoma WA,FAMILY THRIFTS,1,0,0,5,Y,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,N,-4.99,0,681,0,T019,P0111
